,,Mkt_minus_RF,SMB,HML,RMW,CMA,MOM
2016-04-30,CMA,-0.5740544915254236,-0.35561983050847434,1.3969753389830508,0.4273712711864405,1.687089576271186,-0.6237855084745764
2016-04-30,MOM,-3.0653182768361593,-0.6233589265536733,-2.5387801977401123,0.6190059039548024,-0.6237855084745764,10.192574548022602
2016-05-31,Mkt_minus_RF,13.39585694915254,2.9616535593220337,0.6876016949152541,-2.7883589830508475,-0.6681681355932204,-3.082292203389831
2016-05-31,SMB,2.9616535593220337,4.620559632768362,0.560011440677966,-2.1183531920903955,-0.3510410169491523,-0.6390174858757072
2016-05-31,HML,0.6876016949152541,0.560011440677966,3.2188868644067794,-0.43456906779661014,1.4156847457627115,-2.6008436440677962
2016-05-31,RMW,-2.7883589830508475,-2.1183531920903955,-0.43456906779661014,2.849154209039548,0.525655254237288,0.6225459604519775
2016-05-31,CMA,-0.6681681355932204,-0.3510410169491523,1.4156847457627115,0.525655254237288,1.7554583050847454,-0.696208813559322
2016-05-31,MOM,-3.082292203389831,-0.6390174858757072,-2.6008436440677962,0.6225459604519775,-0.696208813559322,10.20074607344633
2016-06-30,Mkt_minus_RF,13.288545649717515,2.9659471186440682,0.6956856497175141,-2.7037131638418077,-0.772148813559322,-3.080493898305085
2016-06-30,SMB,2.9659471186440682,4.625693898305085,0.5461857627118646,-2.1175157627118644,-0.321997288135593,-0.6057037288135603
2016-06-30,HML,0.6956856497175141,0.5461857627118646,3.2526368361581923,-0.4516946892655367,1.360197288135593,-2.6859352542372883
2016-06-30,RMW,-2.7037131638418077,-2.1175157627118644,-0.4516946892655367,2.785749463276836,0.6274835593220338,0.6477057627118644
2016-06-30,CMA,-0.772148813559322,-0.321997288135593,1.360197288135593,0.6274835593220338,1.7713989830508474,-0.537899661016949
2016-06-30,MOM,-3.080493898305085,-0.6057037288135603,-2.6859352542372883,0.6477057627118644,-0.537899661016949,10.410778983050848
2016-07-31,Mkt_minus_RF,13.239676158192092,3.0386874576271183,0.5848685875706214,-2.4980528813559317,-0.945573220338983,-3.268512655367232
2016-07-31,SMB,3.0386874576271183,4.727669237288136,0.47532550847457633,-2.020065593220339,-0.41343805084745744,-0.7724640677966113
2016-07-31,HML,0.5848685875706214,0.47532550847457633,3.265822005649717,-0.4379679661016949,1.359013813559322,-2.611372429378531
2016-07-31,RMW,-2.4980528813559317,-2.020065593220339,-0.4379679661016949,2.69490406779661,0.6863049152542371,0.5816722033898305
2016-07-31,CMA,-0.945573220338983,-0.41343805084745744,1.359013813559322,0.6863049152542371,1.7372027966101693,-0.4625345762711864
2016-07-31,MOM,-3.268512655367232,-0.7724640677966113,-2.611372429378531,0.5816722033898305,-0.4625345762711864,10.63613853107345
2016-08-31,Mkt_minus_RF,12.38621988700565,2.6444709604519776,0.26464045197740105,-2.0828897175141243,-0.9989307344632768,-3.29189604519774
2016-08-31,SMB,2.6444709604519776,4.619481666666668,0.4459524293785311,-1.9068906214689265,-0.4522352824858755,-0.9145552259887015
2016-08-31,HML,0.26464045197740105,0.4459524293785311,3.335811751412429,-0.40825502824858756,1.3162948022598868,-2.8307378531073444
2016-08-31,RMW,-2.0828897175141243,-1.9068906214689265,-0.40825502824858756,2.5765249717514123,0.7273093785310734,0.7326655367231639
2016-08-31,CMA,-0.9989307344632768,-0.4522352824858755,1.3162948022598868,0.7273093785310734,1.7365765819209038,-0.4388569209039548
2016-08-31,MOM,-3.29189604519774,-0.9145552259887015,-2.8307378531073444,0.7326655367231639,-0.4388569209039548,10.868736581920908
2016-09-30,Mkt_minus_RF,11.077427118644067,2.0672118644067794,0.019933898305084748,-1.7333983050847457,-0.9737864406779663,-3.6908118644067804
2016-09-30,SMB,2.0672118644067794,4.45453966101695,0.2953816949152543,-1.8478433898305082,-0.4446135593220337,-1.0808718644067805
2016-09-30,HML,0.019933898305084748,0.2953816949152543,3.3103359039548024,-0.2976856779661016,1.3226454802259888,-2.9099031638418076
2016-09-30,RMW,-1.7333983050847457,-1.8478433898305082,-0.2976856779661016,2.584063813559322,0.7242737288135592,0.828975593220339
2016-09-30,CMA,-0.9737864406779663,-0.4446135593220337,1.3226454802259888,0.7242737288135592,1.736227683615819,-0.43156553672316383
2016-09-30,MOM,-3.6908118644067804,-1.0808718644067805,-2.9099031638418076,0.828975593220339,-0.43156553672316383,10.748182598870061
2016-10-31,Mkt_minus_RF,9.510908785310736,1.6870954237288136,-0.20087844632768362,-1.4265492372881357,-0.8168483615819209,-3.4129773163841812
2016-10-31,SMB,1.6870954237288136,4.521022711864408,0.021589661016949233,-1.792074406779661,-0.3990942372881354,-1.0007272881355942
2016-10-31,HML,-0.20087844632768362,0.021589661016949233,3.584740649717514,-0.22850449152542374,1.3344470056497173,-2.8883994632768357
2016-10-31,RMW,-1.4265492372881357,-1.792074406779661,-0.22850449152542374,2.5261587288135594,0.6926569491525422,0.7730548305084747
2016-10-31,CMA,-0.8168483615819209,-0.3990942372881354,1.3344470056497173,0.6926569491525422,1.7208537853107342,-0.4588032768361581
2016-10-31,MOM,-3.4129773163841812,-1.0007272881355942,-2.8883994632768357,0.7730548305084747,-0.4588032768361581,10.699927090395484
2016-11-30,Mkt_minus_RF,9.711281666666665,2.1270959039548023,0.28709403954802265,-1.3912123728813557,-0.5601488135593219,-3.6321214971751417
2016-11-30,SMB,2.1270959039548023,5.367268785310736,0.9761764124293785,-1.8042550847457623,0.03233559322033914,-1.5675628531073456
2016-11-30,HML,0.28709403954802265,0.9761764124293785,4.659078276836157,-0.22998084745762706,1.8306403389830503,-3.505560988700565
2016-11-30,RMW,-1.3912123728813557,-1.8042550847457623,-0.22998084745762706,2.465198983050847,0.6389413559322032,0.6703310169491526
2016-11-30,CMA,-0.5601488135593219,0.03233559322033914,1.8306403389830503,0.6389413559322032,1.903888813559322,-0.8339477966101695
2016-11-30,MOM,-3.6321214971751417,-1.5675628531073456,-3.505560988700565,0.6703310169491526,-0.8339477966101695,10.878495225988704
2016-12-31,Mkt_minus_RF,9.714301242937855,2.1279879096045207,0.3316213559322034,-1.3697512994350285,-0.5456159322033898,-3.6236153672316385
2016-12-31,SMB,2.1279879096045207,5.367102005649717,1.0040827118644067,-1.7900803107344632,0.04502296610169505,-1.5596339548022609
2016-12-31,HML,0.3316213559322034,1.0040827118644067,4.809885423728813,-0.18213966101694914,1.7571430508474575,-3.5658230508474573
2016-12-31,RMW,-1.3697512994350285,-1.7900803107344632,-0.18213966101694914,2.475062683615819,0.589381101694915,0.632165141242938
2016-12-31,CMA,-0.5456159322033898,0.04502296610169505,1.7571430508474575,0.589381101694915,1.8100739830508474,-0.898669661016949
2016-12-31,MOM,-3.6236153672316385,-1.5596339548022609,-3.5658230508474573,0.632165141242938,-0.898669661016949,10.83428259887006
2017-01-31,Mkt_minus_RF,9.469691836158194,1.9755209887005651,0.37487850282485874,-1.2465477401129945,-0.4586185028248587,-3.1063359322033905
2017-01-31,SMB,1.9755209887005651,5.3321643785310755,1.1222696892655366,-1.7110867231638416,0.12521709039548037,-1.2529298305084757
2017-01-31,HML,0.37487850282485874,1.1222696892655366,4.9407121751412415,-0.2005878531073446,1.78117697740113,-3.6811623728813556
2017-01-31,RMW,-1.2465477401129945,-1.7110867231638416,-0.2005878531073446,2.4130887005649715,0.546513276836158,0.371049152542373
2017-01-31,CMA,-0.4586185028248587,0.12521709039548037,1.78117697740113,0.546513276836158,1.7903535310734464,-1.0894372881355932
2017-01-31,MOM,-3.1063359322033905,-1.2529298305084757,-3.6811623728813556,0.371049152542373,-1.0894372881355932,9.744495593220343
2017-02-28,Mkt_minus_RF,9.387479548022597,1.978742824858757,0.28556813559322036,-1.201701242937853,-0.5319294915254237,-3.1547792090395492
2017-02-28,SMB,1.978742824858757,5.365627005649718,1.1991291525423728,-1.7416738418079094,0.19374762711864418,-1.1979170621468935
2017-02-28,HML,0.28556813559322036,1.1991291525423728,5.003910847457627,-0.21483440677966098,1.8449350847457624,-3.617784406779661
2017-02-28,RMW,-1.201701242937853,-1.7416738418079094,-0.21483440677966098,2.4133698022598864,0.5301497457627117,0.3518863276836159
2017-02-28,CMA,-0.5319294915254237,0.19374762711864418,1.8449350847457624,0.5301497457627117,1.853323474576271,-1.028810847457627
2017-02-28,MOM,-3.1547792090395492,-1.1979170621468935,-3.617784406779661,0.3518863276836159,-1.028810847457627,9.799940564971756
2017-03-31,Mkt_minus_RF,9.334675819209037,1.9822049152542374,0.30998870056497185,-1.193601299435028,-0.5384703389830507,-3.1725238418079105
2017-03-31,SMB,1.9822049152542374,5.371721440677967,1.1613627118644068,-1.7377988983050847,0.18599957627118655,-1.2050311864406789
2017-03-31,HML,0.30998870056497185,1.1613627118644068,5.199520903954802,-0.24378757062146886,1.8947406779661016,-3.5622214689265537
2017-03-31,RMW,-1.193601299435028,-1.7377988983050847,-0.24378757062146886,2.4151982768361577,0.5254538135593219,0.3488388700564973
2017-03-31,CMA,-0.5384703389830507,0.18599957627118655,1.8947406779661016,0.5254538135593219,1.863090254237288,-1.0203016949152541
2017-03-31,MOM,-3.1725238418079105,-1.2050311864406789,-3.5622214689265537,0.3488388700564973,-1.0203016949152541,9.804816497175143
2017-04-30,Mkt_minus_RF,9.27010779661017,1.9637511864406778,0.2794874576271188,-1.151249152542373,-0.5179203389830508,-3.053673220338984
2017-04-30,SMB,1.9637511864406778,5.370165508474577,1.1347833898305084,-1.7106593220338986,0.1788338983050849,-1.1686595762711873
2017-04-30,HML,0.2794874576271188,1.1347833898305084,5.270920225988699,-0.2960090395480225,1.9670864406779658,-3.517625197740113
2017-04-30,RMW,-1.151249152542373,-1.7106593220338986,-0.2960090395480225,2.4482158192090395,0.4592491525423727,0.28060112994350295
2017-04-30,CMA,-0.5179203389830508,0.1788338983050849,1.9670864406779658,0.4592491525423727,1.9022745762711863,-1.0665576271186439
2017-04-30,MOM,-3.053673220338984,-1.1686595762711873,-3.517625197740113,0.28060112994350295,-1.0665576271186439,9.58760166666667
2017-05-31,Mkt_minus_RF,8.35011556497175,1.9561669491525424,0.13970090395480236,-0.8938692372881356,-0.22277488700564968,-2.256736836158193
2017-05-31,SMB,1.9561669491525424,5.524469491525425,1.3322745762711863,-1.755229661016949,0.2750432203389832,-1.2281169491525434
2017-05-31,HML,0.13970090395480236,1.3322745762711863,5.505301242937852,-0.3169867796610169,2.1326058757062145,-3.4815019209039546
2017-05-31,RMW,-0.8938692372881356,-1.755229661016949,-0.3169867796610169,2.390333644067796,0.34831330508474556,0.0776193220338984
2017-05-31,CMA,-0.22277488700564968,0.2750432203389832,2.1326058757062145,0.34831330508474556,1.864556242937853,-1.3623360451977398
2017-05-31,MOM,-2.256736836158193,-1.2281169491525434,-3.4815019209039546,0.0776193220338984,-1.3623360451977398,8.925503276836162
2017-06-30,Mkt_minus_RF,8.231821355932201,1.89811,0.10632305084745769,-0.8287011864406778,-0.2464922033898305,-2.2051991525423738
2017-06-30,SMB,1.89811,5.625664717514126,1.385092485875706,-1.8376794632768363,0.27031451977401144,-1.2181540960451986
2017-06-30,HML,0.10632305084745769,1.385092485875706,5.532806666666667,-0.3596582485875706,2.129601581920904,-3.4751403954802256
2017-06-30,RMW,-0.8287011864406778,-1.8376794632768363,-0.3596582485875706,2.4554050564971748,0.3552807344632767,0.06275494350282494
2017-06-30,CMA,-0.2464922033898305,0.27031451977401144,2.129601581920904,0.3552807344632767,1.8601693785310733,-1.352820056497175
2017-06-30,MOM,-2.2051991525423738,-1.2181540960451986,-3.4751403954802256,0.06275494350282494,-1.352820056497175,8.904862005649722
2017-07-31,Mkt_minus_RF,8.236727118644067,1.8598177966101697,0.10139661016949163,-0.8282864406779661,-0.2460677966101695,-2.1659940677966105
2017-07-31,SMB,1.8598177966101697,5.539359632768362,1.3887474576271186,-1.765193333333333,0.27881259887005666,-1.1220303107344642
2017-07-31,HML,0.10139661016949163,1.3887474576271186,5.534610169491525,-0.3532338983050848,2.130242372881356,-3.4781813559322035
2017-07-31,RMW,-0.8282864406779661,-1.765193333333333,-0.3532338983050848,2.440554124293785,0.35299480225988683,-0.012984971751412364
2017-07-31,CMA,-0.2460677966101695,0.27881259887005666,2.130242372881356,0.35299480225988683,1.8598439548022598,-1.3617587005649716
2017-07-31,MOM,-2.1659940677966105,-1.1220303107344642,-3.4781813559322035,-0.012984971751412364,-1.3617587005649716,8.798344039548027
2017-08-31,Mkt_minus_RF,8.222960988700564,1.8809525706214691,0.11094601694915261,-0.8018389830508474,-0.1879220621468927,-2.1643596610169493
2017-08-31,SMB,1.8809525706214691,5.592211836158192,1.4464624576271183,-1.7611830508474577,0.3559322316384183,-1.2011928813559332
2017-08-31,HML,0.11094601694915261,1.4464624576271183,5.589396016949152,-0.33372542372881353,2.231086694915254,-3.544354576271186
2017-08-31,RMW,-0.8018389830508474,-1.7611830508474577,-0.33372542372881353,2.4130779661016946,0.3283118644067795,-0.0562169491525423
2017-08-31,CMA,-0.1879220621468927,0.3559322316384183,2.231086694915254,0.3283118644067795,1.938811836158192,-1.5181850847457623
2017-08-31,MOM,-2.1643596610169493,-1.2011928813559332,-3.544354576271186,-0.0562169491525423,-1.5181850847457623,8.867033220338987
2017-09-30,Mkt_minus_RF,8.212097711864406,1.9736648305084747,0.13992042372881366,-0.7957092372881356,-0.1910094915254237,-2.1637306779661025
2017-09-30,SMB,1.9736648305084747,5.970207768361583,1.6772540960451974,-1.8617224576271185,0.48090960451977405,-1.3052974576271197
2017-09-30,HML,0.13992042372881366,1.6772540960451974,5.707586751412429,-0.369792627118644,2.2796476836158193,-3.586402881355932
2017-09-30,RMW,-0.7957092372881356,-1.8617224576271185,-0.369792627118644,2.4116082203389824,0.32598610169491515,-0.05249949152542367
2017-09-30,CMA,-0.1910094915254237,0.48090960451977405,2.2796476836158193,0.32598610169491515,1.946253785310734,-1.5263349152542371
2017-09-30,MOM,-2.1637306779661025,-1.3052974576271197,-3.586402881355932,-0.05249949152542367,-1.5263349152542371,8.87533457627119
2017-10-31,Mkt_minus_RF,8.082973446327683,1.8916576271186438,0.32003135593220344,-0.8456437853107345,-0.11436525423728816,-2.0914663841807917
2017-10-31,SMB,1.8916576271186438,6.020855254237289,1.7280703389830507,-1.9138072881355932,0.626372372881356,-1.4424794915254244
2017-10-31,HML,0.32003135593220344,1.7280703389830507,5.4956970338983036,-0.2875343220338982,2.11284533898305,-3.5739080508474577
2017-10-31,RMW,-0.8456437853107345,-1.9138072881355932,-0.2875343220338982,2.3963372598870056,0.33643330508474556,0.011750197740113065
2017-10-31,CMA,-0.11436525423728816,0.626372372881356,2.11284533898305,0.33643330508474556,1.9919451694915251,-1.7417119491525423
2017-10-31,MOM,-2.0914663841807917,-1.4424794915254244,-3.5739080508474577,0.011750197740113065,-1.7417119491525423,9.161156242937857
2017-11-30,Mkt_minus_RF,8.138670734463277,1.8831645197740112,0.30968858757062157,-0.7408421468926555,-0.10285954802259889,-2.122584293785311
2017-11-30,SMB,1.8831645197740112,6.019872853107344,1.7353969209039548,-1.938514463276836,0.6178631920903955,-1.437987824858758
2017-11-30,HML,0.30968858757062157,1.7353969209039548,5.48310336158192,-0.28496632768361585,2.12776081920904,-3.567489858757062
2017-11-30,RMW,-0.7408421468926555,-1.938514463276836,-0.28496632768361585,2.5600998870056495,0.3322018079096044,-0.047773107344632686
2017-11-30,CMA,-0.10285954802259889,0.6178631920903955,2.12776081920904,0.3322018079096044,1.9742884463276835,-1.7488917231638414
2017-11-30,MOM,-2.122584293785311,-1.437987824858758,-3.567489858757062,-0.047773107344632686,-1.7488917231638414,9.178513531073449
2017-12-31,Mkt_minus_RF,8.139265988700563,1.8896776271186444,0.3146627118644068,-0.7460236158192091,-0.10779299435028246,-2.121004971751413
2017-12-31,SMB,1.8896776271186444,5.97626720338983,1.620497033898305,-1.8880250847457625,0.5497871186440679,-1.3078085593220348
2017-12-31,HML,0.3146627118644068,1.620497033898305,5.275073305084746,-0.1702694915254237,2.0657576271186433,-3.387873305084746
2017-12-31,RMW,-0.7460236158192091,-1.8880250847457625,-0.1702694915254237,2.505191412429378,0.3882980790960451,-0.16686451977401118
2017-12-31,CMA,-0.10779299435028246,0.5497871186440679,2.0657576271186433,0.3882980790960451,2.0134470056497173,-1.7481273446327679
2017-12-31,MOM,-2.121004971751413,-1.3078085593220348,-3.387873305084746,-0.16686451977401118,-1.7481273446327679,9.07174268361582
2018-01-31,Mkt_minus_RF,8.139265988700563,1.6219127683615822,0.14758327683615827,-0.6584710734463276,-0.28508689265536724,-1.6949159322033902
2018-01-31,SMB,1.6219127683615822,6.137736836158193,1.679794802259887,-1.8251822598870053,0.5779942937853109,-1.4912784745762722
2018-01-31,HML,0.14758327683615827,1.679794802259887,5.286206327683616,-0.11750192090395478,2.0559093785310734,-3.436386779661017
2018-01-31,RMW,-0.6584710734463276,-1.8251822598870053,-0.11750192090395478,2.4468320903954797,0.45564282485875696,-0.2908891525423728
2018-01-31,CMA,-0.28508689265536724,0.5779942937853109,2.0559093785310734,0.45564282485875696,1.9800104802259886,-1.7443641525423728
2018-01-31,MOM,-1.6949159322033902,-1.4912784745762722,-3.436386779661017,-0.2908891525423728,-1.7443641525423728,9.246777711864409
2018-02-28,Mkt_minus_RF,8.541862033898306,1.5887949152542373,0.22995355932203393,-0.6918893220338983,-0.108806779661017,-1.9658538983050853
2018-02-28,SMB,1.5887949152542373,6.14007175141243,1.6734480225988697,-1.8244607344632768,0.5654372881355934,-1.466368926553673
2018-02-28,HML,0.22995355932203393,1.6734480225988697,5.302586327683615,-0.12210514124293782,2.089833898305085,-3.494709265536723
2018-02-28,RMW,-0.6918893220338983,-1.8244607344632768,-0.12210514124293782,2.439049124293785,0.45113220338983034,-0.25474700564971736
2018-02-28,CMA,-0.108806779661017,0.5654372881355934,2.089833898305085,0.45113220338983034,2.0474915254237285,-1.8760864406779658
2018-02-28,MOM,-1.9658538983050853,-1.466368926553673,-3.494709265536723,-0.25474700564971736,-1.8760864406779658,9.411457175141244
2018-03-31,Mkt_minus_RF,8.60454463276836,1.3282711864406782,0.24413559322033906,-0.6581813559322034,-0.20658079096045187,-1.9603598870056504
2018-03-31,SMB,1.3282711864406782,6.350817966101696,1.66593593220339,-1.8604525423728813,0.556916779661017,-1.580480847457628
2018-03-31,HML,0.24413559322033906,1.66593593220339,5.3027616949152545,-0.12061864406779658,2.0921818644067796,-3.4880828813559317
2018-03-31,RMW,-0.6581813559322034,-1.8604525423728813,-0.12061864406779658,2.4447474576271184,0.44808389830508455,-0.2408957627118643
2018-03-31,CMA,-0.20658079096045187,0.556916779661017,2.0921818644067796,0.44808389830508455,2.002610480225989,-1.9280828531073444
2018-03-31,MOM,-1.9603598870056504,-1.580480847457628,-3.4880828813559317,-0.2408957627118643,-1.9280828531073444,9.402384717514128
2018-04-30,Mkt_minus_RF,8.611048898305084,1.3339796610169492,0.23152262711864413,-0.625813559322034,-0.23267822033898303,-1.9608690677966107
2018-04-30,SMB,1.3339796610169492,6.281450847457628,1.6959593220338984,-1.8947389830508472,0.6066762711864407,-1.581630508474577
2018-04-30,HML,0.23152262711864413,1.6959593220338984,5.304516694915253,-0.1487474576271186,2.102642966101695,-3.4867072033898303
2018-04-30,RMW,-0.625813559322034,-1.8947389830508472,-0.1487474576271186,2.55297627118644,0.37946271186440667,-0.24402203389830499
2018-04-30,CMA,-0.23267822033898303,0.6066762711864407,2.102642966101695,0.37946271186440667,2.036332514124293,-1.9253532485875704
2018-04-30,MOM,-1.9608690677966107,-1.581630508474577,-3.4867072033898303,-0.24402203389830499,-1.9253532485875704,9.40241793785311
2018-05-31,Mkt_minus_RF,8.602553559322033,1.4004211864406781,0.0673701694915255,-0.6227671186440679,-0.2462289830508475,-1.7950403389830512
2018-05-31,SMB,1.4004211864406781,6.585339971751413,1.3562217514124293,-1.9931689265536723,0.5338066384180792,-1.215745197740114
2018-05-31,HML,0.0673701694915255,1.3562217514124293,5.333484632768362,0.05719819209039549,2.1934046892655363,-3.560681129943503
2018-05-31,RMW,-0.6227671186440679,-1.9931689265536723,0.05719819209039549,2.5586422598870056,0.40052418079096036,-0.45412519774011284
2018-05-31,CMA,-0.2462289830508475,0.5338066384180792,2.1934046892655363,0.40052418079096036,2.0535596327683616,-2.0219670056497177
2018-05-31,MOM,-1.7950403389830512,-1.215745197740114,-3.560681129943503,-0.45412519774011284,-2.0219670056497177,9.52293853107345
2018-06-30,Mkt_minus_RF,8.521287118644068,1.4509389830508477,0.09728542372881362,-0.6476437288135592,-0.2401101694915255,-1.7618947457627123
2018-06-30,SMB,1.4509389830508477,6.556431073446328,1.3228655367231636,-1.9722322033898303,0.5330242937853108,-1.2548658192090407
2018-06-30,HML,0.09728542372881362,1.3228655367231636,5.409804632768361,0.0339749152542373,2.1732757062146892,-3.4633246892655363
2018-06-30,RMW,-0.6476437288135592,-1.9722322033898303,0.0339749152542373,2.5630332203389825,0.40902542372881345,-0.4846003389830507
2018-06-30,CMA,-0.2401101694915255,0.5330242937853108,2.1732757062146892,0.40902542372881345,2.056758192090395,-2.046888700564972
2018-06-30,MOM,-1.7618947457627123,-1.2548658192090407,-3.4633246892655363,-0.4846003389830507,-2.046888700564972,9.646859293785313
2018-07-31,Mkt_minus_RF,8.241138983050847,1.2417016949152546,0.060883050847457675,-0.48122711864406775,-0.27979999999999994,-1.936833898305085
2018-07-31,SMB,1.2417016949152546,6.565987881355933,1.2764318644067796,-1.9748695762711865,0.48773923728813573,-1.2423701694915261
2018-07-31,HML,0.060883050847457675,1.2764318644067796,5.407308022598869,0.07032983050847458,2.169933672316384,-3.502669830508475
2018-07-31,RMW,-0.48122711864406775,-1.9748695762711865,0.07032983050847458,2.561331610169491,0.444574661016949,-0.49025389830508465
2018-07-31,CMA,-0.27979999999999994,0.48773923728813573,2.169933672316384,0.444574661016949,2.052610480225989,-2.0851755932203386
2018-07-31,MOM,-1.936833898305085,-1.2423701694915261,-3.502669830508475,-0.49025389830508465,-2.0851755932203386,9.661195932203395
2018-08-31,Mkt_minus_RF,8.089734322033898,1.2644533898305086,-0.24709449152542373,-0.46508432203389827,-0.49459364406779666,-1.7589266949152547
2018-08-31,SMB,1.2644533898305086,6.572998983050849,1.233542881355932,-1.9792615254237285,0.46040966101694925,-1.1883574576271196
2018-08-31,HML,-0.24709449152542373,1.233542881355932,5.543169802259887,0.1199756779661017,2.242608728813559,-3.8311099717514128
2018-08-31,RMW,-0.46508432203389827,-1.9792615254237285,0.1199756779661017,2.559981101694915,0.4787124576271185,-0.5244439830508473
2018-08-31,CMA,-0.49459364406779666,0.46040966101694925,2.242608728813559,0.4787124576271185,2.088537033898305,-2.2942465254237288
2018-08-31,MOM,-1.7589266949152547,-1.1883574576271196,-3.8311099717514128,-0.5244439830508473,-2.2942465254237288,10.077272853107349
2018-09-30,Mkt_minus_RF,7.988694463276837,1.185715141242938,-0.17726666666666663,-0.44151242937853113,-0.4717867796610169,-1.8758437288135599
2018-09-30,SMB,1.185715141242938,6.549096581920905,1.3382672316384179,-1.9667704802259889,0.44729737288135607,-1.3005770338983063
2018-09-30,HML,-0.17726666666666663,1.3382672316384179,5.562483615819209,0.09579039548022601,2.185364406779661,-3.778661016949153
2018-09-30,RMW,-0.44151242937853113,-1.9667704802259889,0.09579039548022601,2.555404378531073,0.47823855932203374,-0.4938555084745761
2018-09-30,CMA,-0.4717867796610169,0.44729737288135607,2.185364406779661,0.47823855932203374,2.1088556779661016,-2.2504505932203394
2018-09-30,MOM,-1.8758437288135599,-1.3005770338983063,-3.778661016949153,-0.4938555084745761,-2.2504505932203394,9.953879406779663
2018-10-31,Mkt_minus_RF,9.086984067796612,1.898337627118644,-0.7959689830508474,-0.70297,-1.0958394915254237,-1.5272694915254241
2018-10-31,SMB,1.898337627118644,6.835654915254238,1.1032298305084742,-1.9636281355932204,0.19277355932203402,-1.1371762711864417
2018-10-31,HML,-0.7959689830508474,1.1032298305084742,5.75352709039548,0.07954579096045199,2.3945788418079097,-3.9156161016949147
2018-10-31,RMW,-0.70297,-1.9636281355932204,0.07954579096045199,2.4478423446327677,0.4790059039548022,-0.5151499999999999
2018-10-31,CMA,-1.0958394915254237,0.19277355932203402,2.3945788418079097,0.4790059039548022,2.334808446327683,-2.3948211864406783
2018-10-31,MOM,-1.5272694915254241,-1.1371762711864417,-3.9156161016949147,-0.5151499999999999,-2.3948211864406783,10.042100000000003
2018-11-30,Mkt_minus_RF,9.011860000000002,1.8300896610169493,-0.8094720338983048,-0.7133133898305084,-1.097692881355932,-1.5565459322033905
2018-11-30,SMB,1.8300896610169493,6.800560988700566,1.0841303672316382,-1.9573595762711864,0.1803017514124295,-1.124782231638419
2018-11-30,HML,-0.8094720338983048,1.0841303672316382,5.752834887005648,0.07370889830508476,2.3969850282485874,-3.9307789548022596
2018-11-30,RMW,-0.7133133898305084,-1.9573595762711864,0.07370889830508476,2.4555383898305085,0.47246999999999983,-0.49648076271186425
2018-11-30,CMA,-1.097692881355932,0.1803017514124295,2.3969850282485874,0.47246999999999983,2.33908802259887,-2.4111762146892657
2018-11-30,MOM,-1.5565459322033905,-1.124782231638419,-3.9307789548022596,-0.49648076271186425,-2.4111762146892657,10.087191497175143
2018-12-31,Mkt_minus_RF,10.74750802259887,2.305645875706215,-0.5324387570621467,-0.6685289265536722,-1.1806326553672315,-1.86939570621469
2018-12-31,SMB,2.305645875706215,6.92037920903955,1.158444858757062,-1.9532537853107343,0.16249672316384195,-1.2089595480225999
2018-12-31,HML,-0.5324387570621467,1.158444858757062,5.796811751412428,0.07961785310734464,2.3844934463276832,-3.9804801129943503
2018-12-31,RMW,-0.6685289265536722,-1.9532537853107343,0.07961785310734464,2.450333446327684,0.47416259887005635,-0.5033523163841807
2018-12-31,CMA,-1.1806326553672315,0.16249672316384195,2.3844934463276832,0.47416259887005635,2.340741920903955,-2.3969499435028245
2018-12-31,MOM,-1.86939570621469,-1.2089595480225999,-3.9804801129943503,-0.5033523163841807,-2.3969499435028245,10.143355819209043
2019-01-31,Mkt_minus_RF,11.458521355932204,2.777013559322034,-0.6896125423728813,-1.065444406779661,-1.4357345762711864,-2.9171749152542383
2019-01-31,SMB,2.777013559322034,7.085830508474577,1.1701406779661012,-1.9503627118644067,0.10717966101694928,-1.7137457627118653
2019-01-31,HML,-0.6896125423728813,1.1701406779661012,5.740211610169491,-0.04231559322033895,2.3511891525423727,-3.8984888983050845
2019-01-31,RMW,-1.065444406779661,-1.9503627118644067,-0.04231559322033895,2.1906164971751414,0.41067988700564956,-0.26189762711864395
2019-01-31,CMA,-1.4357345762711864,0.10717966101694928,2.3511891525423727,0.41067988700564956,2.344191412429378,-2.1679477966101697
2019-01-31,MOM,-2.9171749152542383,-1.7137457627118653,-3.8984888983050845,-0.26189762711864395,-2.1679477966101697,11.442311271186444
2019-02-28,Mkt_minus_RF,11.323461327683615,2.8387097740112996,-0.7905025706214687,-1.0417637570621467,-1.479262288135593,-3.0113275141242943
2019-02-28,SMB,2.8387097740112996,7.14564734463277,1.0918365536723165,-1.9497695480225987,0.06364491525423742,-1.7002679096045206
2019-02-28,HML,-0.7905025706214687,1.0918365536723165,5.840678276836157,-0.040755451977401096,2.408318220338983,-3.9270770056497173
2019-02-28,RMW,-1.0417637570621467,-1.9497695480225987,-0.040755451977401096,2.187944039548023,0.41008855932203375,-0.2492187005649716
2019-02-28,CMA,-1.479262288135593,0.06364491525423742,2.408318220338983,0.41008855932203375,2.375866525423729,-2.1770093220338986
2019-02-28,MOM,-3.0113275141242943,-1.7002679096045206,-3.9270770056497173,-0.2492187005649716,-2.1770093220338986,11.38658632768362
2019-03-31,Mkt_minus_RF,11.321922598870056,2.8171115819209036,-0.7716836158192091,-1.0249971751412428,-1.4673466101694916,-3.025389830508476
